ArrayID	Name	BitVector
DUPD1	DUPD1: DUPD1	10100000000020200000021000000200100100000011020001102000000000000120000000100000000100010021010210000002100200000110000000000000000010
NRGN	NRGN: NRGN	12110011101020102202010100110210011111022010211011121110101000012202001011100111012100222011120121201122210100201111111202211211002011
SNORD115-2	SNORD115-2: SNORD115-2	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
SCOC	SCOC: SCOC	11211121111222111012111111212120011101110111110112120211112122210111121121111121112121011211111111110121111011020120211012112101121110
SLC17A4	SLC17A4: SLC17A4	02212202222202220022202221222222222222222222002222221222222222222220221222222222221222222221221200022220222222222222212020120022222222
FEZ2	FEZ2: FEZ2	11111111111121112011111111112110011111110111211111111111112111111112121111121111112111111101111111110112011111111111111112111111111111
STRAP	STRAP: STRAP	21111111101111111011111111111112111110111111011111121111111111121111111121110111111111111111211111111111111011111120111111111110111111
SLC28A2	SLC28A2: SLC28A2	02212002222202000002002010221220222200022101002222220202210222121020222122221212222022002201101100000220201010201020202020110012201020
PHIP	PHIP: PHIP	20111220021222111020121122212011111202120221220111211111012111101121112221002121201122020201001212110111222022011102120222202101121221
KCTD13	KCTD13: KCTD13	12121202111101111101100111111111211111112111111111011110110111111111111112111111111101112111121111112111111211211112112210111111111111
BST2	BST2: BST2	10011021110020222212022222010112012122212010221100112122002001012222001211012120102200221121121222222002020211222021010202122220201112
MIRLET7I	MIRLET7I: MIRLET7I	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
FANCG	FANCG: FANCG	11111111111100111211111111110112121110012111122111012111111101111111101111111011111101111111111111112121211111111111201110111111111111
SRP19	SRP19: SRP19	11111121101111111111111111111112111111111010121111111111101111112112011111111111011111211111111011111111111121111020111201112110101111
SNORD93	SNORD93: SNORD93	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
BCL9L	BCL9L: BCL9L	21111121111121112010121111111120101202120220211110121011111100001211111210101111211101020012002122221002111100111101011212211211101121
HMBS	HMBS: HMBS	02111112201201101202101100111201111110002102012111011211110112121001211112220111021011212121221000102120101111220121202010110021110100
PRODH2	PRODH2: PRODH2	00002000000000000000000000000002020020020000000000002000002000002000000000202001200100000200000200002000022111000000000001020000002022
DHX15	DHX15: DHX15	11111111111112111011111111212111111201110111111112211111112111211110111111111111111121111111112111110120112012111111211111111111111111
SLC27A4	SLC27A4: SLC27A4	01102101202101000201201000110200101100002102001112010100120211220000210012220101121001202111221010001120101100210010202010110020000010
VENTX	VENTX: VENTX	01002120110010122122022122000012111022212001222000212021002121022221001110022210201210201022011221222102011221202022021200022221211212
CLGN	CLGN: CLGN	21202022222122220021222222222112222112120121221112212101212222200220122210112212212221020211102102200221101121211012120122212022222211
BACH2	BACH2: BACH2	20120010020020211010022022000012221012220221210002202001022010002000001200001202110212010202002221012101210122002002020112201201212022
HIST1H2BI	HIST1H2BI: HIST1H2BI	22122022111102222200122200212212221022022211022222112002001112002112101022221121212212211222000102202021101222222022202200122222212202
TERF1	TERF1: TERF1	21111111111121111011111112112111111111210111111111111112111111111111111111111111111111011211111111111111111011011111121112111111111111
OR4P4	OR4P4: OR4P4	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
TTC28	TTC28: TTC28	20001110010120222020021122111020001122210110210100110011012000001221102210001010202110020101001222220002122101002102020212111201112122
C21orf56	C21orf56: C21orf56	02111011211000100202100110000212100011112111122100002011111111122112110100111111011100002110100102112111011100202201002110121110211101
TRAM1L1	TRAM1L1: TRAM1L1	11222021011120222022222122222121002122210222210100121112002022022222221121102121212211020211021222221222122212211122020012122211222222
NME4	NME4: NME4	12111012101111112201101111110111011020012111110000121100100111011112100111111010011110212111120121112122111200211121101100111111101111
STH	STH: STH	00200000000000020000000000000000000001100000000000000000000000000000000100000000000000020020000000000000000000000000020000000000000001
MIR222	MIR222: MIR222	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
JAK1	JAK1: JAK1	20111121021121122010121121111021122112220111220211121112112110101110112120001111111111010202001122221101111021012111120212112201111111
CCDC167	CCDC167: CCDC167	11011011100100102201011111100102021020012000122100012111100001012002001011120111011200212121121001112111100121111020101000121120100001
GCG	GCG: GCG	02202022220202120222202222222222222222222012002222222221212222222222212220022222212220222221222200021220022222222121202000020022220222
RXFP2	RXFP2: RXFP2	00000001000000000000000000010000000000000000220000000000000000100000000000000000000000000000000000000000000000000000000000000000000000
PEX5L	PEX5L: PEX5L	21202120010020120020020022021222000002220121222100122010112000200120010100102100200000020200002222211100222111001102020202112200112222
PIAS2	PIAS2: PIAS2	11110111011222111010111111112111111211111211111121111111111111111110111120101111111121020111111111110111111011111211211111111101121111
CCDC165	CCDC165: CCDC165	11012020011020121020022222110021001022220120211200221022002010002221002220002020202200020102002222220002022122012012020202121100212222
CDC16	CDC16: CDC16	01111111111100111212111111111111111021111101112111101111110112111111121111121111111111211111111101112111111111111111111110121111111111
MIR200A	MIR200A: MIR200A	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MED14	MED14: MED14	21211211122212111021211211222110221201210222110222111221121221201120212121211112221122010111112121120110112012011201221221111112121211
MIR4327	MIR4327: MIR4327	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
LOC254099	LOC254099: LOC254099	02222202222202220222202200222222221221222222002222202221220222221220222202222222221102222222222200022220212212222202202020120022222222
PTH	PTH: PTH	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
SLC44A3	SLC44A3: SLC44A3	02212202222202110212202110222212221220112222002122222222220222220110221122222212221122212221221100011220222221210221202020120022221220
FST	FST: FST	11102122210020222210122122021000001002210120212112211001002201222102001001010000212120220121122012100001110102110012020202112210022122
NASP	NASP: NASP	11111111111121111211111111111102111110012110112110112111101101012111111111111111111110211111111111111111101111111111111111111110111111
NUP62CL	NUP62CL: NUP62CL	22222222222222220022222222222222222222222222222222222222222222222222222222222222222222222222222202222222222222222222222122222022222222
PIGB	PIGB: PIGB	11121111111121111011111111111111121111111111111111111111111112111110111111111111111121010111111111111111111111111111111111111111111111
MIR3200	MIR3200: MIR3200	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
GPR89A	GPR89A: GPR89A	01112111110111111211111110111102011020102010012111111111100112111011011011121101111111202121121101112111111111211121101010111120111111
NLRC5	NLRC5: NLRC5	21120110021100112100021211110110212201110010110201100120012000101010001100001011000111121101001111121001102110022011010200101101101001
TRPM8	TRPM8: TRPM8	20201000020000012210022121202120111200200001022000022101002022101002000020020110202201100200000020121121020002022100022000100020212012
PTMS	PTMS: PTMS	02100001101010002202000101001111000021112010102000011100200000012112110101010110002100212110010111111102011200201011002101110211101011
TGFBRAP1	TGFBRAP1: TGFBRAP1	22222222122222222020222212222120222202220222220222221222222220200220202222202122221122020212112222220121222012022212220222212202122222
NPIPL3	NPIPL3: NPIPL3	12121201111010101201111211011102210120122110111120102020111111012112110101111101101111211111010010112101202200212101012211111111111102
MIR520H	MIR520H: MIR520H	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
NOP14	NOP14: NOP14	21111111111112112110111101111111112101111111111112211211111111111110111021201111111111111112122111111120111112111211211111111111111110
NIT1	NIT1: NIT1	02112101201101100202201100111211111010002112011111001110110112121001120112120101111111202111220100102111111210110110102010110021111101
CDKL5	CDKL5: CDKL5	20221222021222222120221212222020102202220221220212220222022110200220202221002022202122020202002222210002222002012222220222202202122221
SIPA1L2	SIPA1L2: SIPA1L2	12210212112212101111210100222200201201111211101122110211212211210110211011210111121021121011111121000211201001111201211122201112011111
SPAG11B	SPAG11B: SPAG11B	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
LMO7	LMO7: LMO7	21212211112202010011211110222110112200120212000222221211221222210120222121211122220022112212212100010220212021220221201020110012121220
PDSS2	PDSS2: PDSS2	01201111112202111212201101222110111110111112011122111211210212210111211111221211121111111111211100011120111011110211201020111011111110
RAMP1	RAMP1: RAMP1	11002021200020121220012120000022000022222010202100221000002000002222000200012000202200120211010221121002022202202012000000221010202222
UNC5CL	UNC5CL: UNC5CL	01112111011100010110102110110021101121111010001210110211010111112110101111112110200100110112100200021100012222121112001000020001211221
CXorf64	CXorf64: CXorf64	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
PTPN23	PTPN23: PTPN23	12111111111111111211111111111111111111112111121111111111111111111111111111111111111111111011111111112111111111111101111211111111111111
SNURF	SNURF: SNURF	21221022000000222021020121100222220012020022202201202202012100102221011200101112102201012200002222012102222122000112020012222210212222
AGMAT	AGMAT: AGMAT	02212202212202110222202110222212222221112222002222222222220222222211221122222222221222212221222200012220222212221222202020220022222221
CCDC162P	CCDC162P: CCDC162P	02202212222212000122202211222221221202222222001222222222221222221220222222222222121122222021222200222220222222222222212020221022220210
MRAP2	MRAP2: MRAP2	02222212212202120222202210221222222221122222002222222222220222221221212222222221221122222222222200012220222222220221202021220022221221
NPY	NPY: NPY	02212010202020020222102022020120010022222022202022201000122212222221220202022202210220202220220200000202022202200002022002112120202122
RHBDD1	RHBDD1: RHBDD1	10011021010001111110111211111011111111110111120101101112011100101111012110011111111111111111101112111110011111110111020111112011110111
HIST1H2BH	HIST1H2BH: HIST1H2BH	02122121101200110211122112112212122120002111122122002212121001022011212222211121012102202122122112212020102111222222201110202120112200
C15orf5	C15orf5: C15orf5	00202220002222002020212202222020021200020222200222220222122120200220202220002021220222020000001222200002110012020001202222022202122002
WDR72	WDR72: WDR72	00122202122202200202200010222200110220002202000122201222210202220020220202221200020022000020002000011220210010201200222020220022022010
BMP2K	BMP2K: BMP2K	21110111012212211110121112222112221102220222110112211221112111201120112120102112111122010201101221110111112012011102210122102101111222
LOC221442	LOC221442: LOC221442	21122211110112112010012022122102121101111020120011101111010111001121111211112211100211001111012111212101111220012212022111211101211111
PLTP	PLTP: PLTP	01111021110020222222122122010120001022202100221001221011002000012212000121002020202200220012122222121012020201212011020102022120102122
AMD1	AMD1: AMD1	20110111011122100010121102211102111200110221010112221211112111211111102121101111111021111111102011010120101012111110210112111100111110
DAB2IP	DAB2IP: DAB2IP	02201202212112001102200100211210201201112212101121110110220211120101211111221111111011112011111111111121111100211101102121110112011111
SLC7A6OS	SLC7A6OS: SLC7A6OS	11121111122212212010111102221121122102221222120111111211121111111111212211202122111112011202111222121111111111021222221121211102112112
ABCC2	ABCC2: ABCC2	21122120010021212010022112111011211102220120220111210012012110000220001210002011201112020202002212221002112122022112020212102101212121
LOXL4	LOXL4: LOXL4	11102110100020221221022122000020002022211110202000111021001001012112010200012010202100111111010212121112122201102002020002112111212122
CA5BP1	CA5BP1: CA5BP1	12121101100011101201111101111212111110012111112011111110110101121111001102110111011101212011120111002101101201211000102210100111100011
NDUFA11	NDUFA11: NDUFA11	01100001100011101202100000000201100020002001012010011000100001021002110001120100011100202010120000002111000100211120102000110120100000
SNORD111	SNORD111: SNORD111	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
ADAMTS15	ADAMTS15: ADAMTS15	01110101121220120211011121120210101211212110202110211111002100211201102000210211202200221021120002001010200202111002220012010110112122
C2orf88	C2orf88: C2orf88	01101201202212100102211000211100110100001102111022000201220222220001220112220011121012112110210001000210100010110100202011101020000000
MRPL45	MRPL45: MRPL45	11111101101111111212211011111201111110011111102111111111111122121111111111121111121111212120221100101111111111111220102010110121111110
NRSN2	NRSN2: NRSN2	01111021101020112211011111110120012021102100211100111001101001012102011110011111102100111111111122211112021201212011011202122211101112
YIPF3	YIPF3: YIPF3	01101111201101111202101100110112111011002101112111111111210111121112111011121111111111212011220111111111011110211110102110111121101111
YWHAB	YWHAB: YWHAB	10101111111101111111111110111111111111111111011111111111211111211111111111210111121111111111211110111111111011111110211111111111111111
OOEP	OOEP: OOEP	10000101000202000012001120000022000220000202000002022010000202010202200001200000102022001020001000022222200110002000022220000021002210
TMF1	TMF1: TMF1	21211221022222121020222222222021112202220221220222221222222221201221112221102122211122020201102122210111122022022111220222212201121221
RUNDC3B	RUNDC3B: RUNDC3B	21222220212122212021221112112110100101121222210022220101021222210212121211112112222121022201210102210102121002001111111102022211122221
TTF1	TTF1: TTF1	21111111111111211011111111111112111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111
LOC100289650	LOC100289650: LOC100289650	00000000000000000200000000002100000100000210100000000200000001000000000002000000000000000100000000000002100000200000000011000000000000
ZC3H3	ZC3H3: ZC3H3	11102111111111011201201210111111211111112111101111001020111100122101111111111011211001112001110120122112101200122101111210000111100111
NCRNA00318	NCRNA00318: NCRNA00318	01020000202000002002020000000010202120110000000220001001000101101200000001021000201000010100010020200000100002210020000211002200120021
SNORD17	SNORD17: SNORD17	21120021111201020220222121212002121220022100122112011101112002002110012020120211000001221122022001112010001111120022212122221020110100
MRPL37	MRPL37: MRPL37	01101101101101001202201000111201111110002101002111011111210112121101111011220111021111202121221100001120101101210110202010110121110110
CEP19	CEP19: CEP19	21120021010120222020022222110021122012210010220100112022011011100112102210012121112201020212112122221002121221022122010202122211212112
REG1B	REG1B: REG1B	02022021000020020020002000000002102122210000000200220202000000022220202220002020200200220222022200222001002222020022000000220000200200
FPR1	FPR1: FPR1	10021020020020122220022222100022002022220000220201221122002000222122002020002220102200210012022122221002022122122020020200122210100212
SKA2	SKA2: SKA2	11111011011221111011111111111110021111110100111111011211101001111011111120111111101110111111111111111121110012021121210111111111111110
RWDD2B	RWDD2B: RWDD2B	11101111111121111111111111111111011111111111112111012111111111011011111011121111011111111111111111111112111111111111102111011121111110
LOC100129515	LOC100129515: LOC100129515	00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000002000000000000000000000000
KDM5B	KDM5B: KDM5B	21110221111112111011211111112111100201110221101121121111221211110110211111111111111021011011102121110011111010111101111221111111111110
ACPL2	ACPL2: ACPL2	21112211121211110020111121112120111111110121111111101111111111111111211111101221211111020211111111110110221112012102221111110011122111
FCGR1A	FCGR1A: FCGR1A	20020020100020222020022221000012002022201000222100120122002001112022002120012020202200121012212022221002022221122020000200122220000000
ABO	ABO: ABO	02212201122202110110202200222110222201120222000222200220220221220220211222202122220022011201111200020220222202121202212020100002222221
BIRC3	BIRC3: BIRC3	20121121021021122020022122010012222211220021111201112112021010102121002120002212101212221202002121122110211122021021020212202201211212
ATP2B2	ATP2B2: ATP2B2	20212100010120211221022122122211110112122220202001202010112100002212000100002012202200020110011212000101202102000002021002200200112122
TMEM8C	TMEM8C: TMEM8C	00000000001000000000001000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000020010000220
LCE6A	LCE6A: LCE6A	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
FAM171A2	FAM171A2: FAM171A2	12211112122010220222122222210220222222222221212200221111112010002202012211001121212200021212021222222102122201212022021102212212212222
EFNB2	EFNB2: EFNB2	11200211112112101011210100221210111201110212101222210211222221210110211111210112121021112011112101100110101011010210201112111101011110
ACOXL	ACOXL: ACOXL	01110021110000000001020210001010012100002000121210001112110000000022002020011120002000211002001002211012010020121020001200002001000000
IGFBP4	IGFBP4: IGFBP4	11120021100020112201120111010120001022102101211000120001102100012202111111010110012100122012111122201012020200212011011201112211002012
C7orf34	C7orf34: C7orf34	20100020010000200000021000110210220012000000210200202020120000000110000000001000102001010010212021121012020002112011020220000000012102
KRT16P2	KRT16P2: KRT16P2	00000020000001002200200000002000002000000000000210100000002000000000102000000021000000000002000000000000000021020020000000000000000000
GUCY2D	GUCY2D: GUCY2D	12200221220010220201022222010022002012220101220211022122010020021122022000011022202221200012022022222102020222122122022212222212222202
RNF157	RNF157: RNF157	11202200201102010202201010221200002101111202002022101010200211220110200111221211211011112100221100011120202101221201001010100011011210
SLC16A13	SLC16A13: SLC16A13	12112111111200010201101110211211122111112111101111001211110111111100111011121111111111112111221111122110111211111101202010010111111111
GMDS	GMDS: GMDS	02212202212202000212201200221222112220112112002222121222220212221111211022221121122112212121222100002220221121221220202020220021110110
SURF1	SURF1: SURF1	01101101201001100202201000000102100020002001002011001100110101121002110001120000011100202010120000002111100200211010002000010021100000
CD86	CD86: CD86	20011021120010121021122222000002122022221001221201222022012011112022001121012222202211200212112121222112021222222021020101112220200122
EPC2	EPC2: EPC2	21121111121122222020121222122120112202220221220122221112112121201221112211102121212122020211111222220111122122012211120222222202222221
CLNS1A	CLNS1A: CLNS1A	11111111111101111112111110111111111020101111002011112111110112121111111111121211011111211121211110111111111111111110111010110121211111
IL18RAP	IL18RAP: IL18RAP	20022120020020222120021222000002002022220010221200101020002001102121002110002100201200210112001120221002012212022022020202102211201222
RPL26L1	RPL26L1: RPL26L1	11111011101111101212111101111201111110012001012111011111101112122001110111120111011100212121221000111111111111221120201000111120110100
ITGB8	ITGB8: ITGB8	20121221021222122020021221222020101202220121220211220222022110200222102121102121222021020201002222120112222012020202120222212201122222
PAN2	PAN2: PAN2	21121211111110211111111111111111211111111121111110101011111111101111111101111111111111011111111101212101112111011102011221111111111111
HIATL2	HIATL2: HIATL2	12121111102211111210111112111022222201110122120222001111120100010211101112012111210011121102021211110100220111122221212111111101112112
C7orf33	C7orf33: C7orf33	00000000000000000020000200000000001000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000
OPRD1	OPRD1: OPRD1	00001000000000200000000020200010102000000010000200020102102020002012002020000020002000000002000200000000020201010010000000010000001100
DOCK11	DOCK11: DOCK11	20121020020020221020022222110022222122220120221101212022012010102221002210002122201212020212001222222102121122022012020212212201212222
HSP90B3P	HSP90B3P: HSP90B3P	00000000000000000000000001000000000000000000010000200000000000000000000000001000100000000000000000000000000000000000000002000000200000
HMOX2	HMOX2: HMOX2	11111011201101101202100100100201111110002002111111111110111111121101110011220101021110212011120010111110000100211020102100110110000001
URGCP-MRPS24	URGCP-MRPS24: URGCP-MRPS24	00000000200000000000020000000000000000000201000010000000200000020000010201120000000100000000001100000000110000020020000221000002000000
BOLA2	BOLA2: BOLA2	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
HENMT1	HENMT1: HENMT1	11112211111101010212101111011112110111112111101111101111110111122110121111211110121211201121120110121121111211111021112110121021211111
CXXC1	CXXC1: CXXC1	12111111101001101201100100010102111111012111111110101010110111011011111101110011011101112011110111112111101110111111002110100111101001
UBE2Q2P2	UBE2Q2P2: UBE2Q2P2	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
PCDH17	PCDH17: PCDH17	20020021010020222020021222211020102202220210220200220222002000000222002220002121202111020102002222210002221021012022020202222202002122
MAGEA3	MAGEA3: MAGEA3	00000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
GPR119	GPR119: GPR119	00002200020021020020002100100020000012200002000010110020000000210100200000002200200001000000202000020110022002000000011200020002220211
PGS1	PGS1: PGS1	11121111111111112010110111111111111111111111120111111111110110110111102111101011111101111102111121212112111110111111111111112111001012
MORN3	MORN3: MORN3	22022102121020211220122222000212222022221120222101222022022010012222021210002212222221120222012222222112202222122022110212221222212122
SUPT16H	SUPT16H: SUPT16H	11111111111111111111111111111111121111111111111111111111111111111110111111111111111111111111112111111121111112111111110111111111111111
SNORD85	SNORD85: SNORD85	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
HNRNPUL1	HNRNPUL1: HNRNPUL1	21111111111111111111111111111111121111111111111111111111111110111111111111111111111111111111111121111111111101111101111111111111111111
CXXC5	CXXC5: CXXC5	11110122112112101001111101211111221101121112221111111111211110111111101111101122001112020202111212111121110110211121101121211102111111
C20orf196	C20orf196: C20orf196	11122101110101111111102111111112121021111111112111012111110011022112111111021111011211211221120101012111111211112121102011121021211111
ZNF234	ZNF234: ZNF234	01122100111101021021001020112020121111211111121001001111020122100010121101121111110112111212111121221211120120010101021111011011221101
CHD9	CHD9: CHD9	21111221022222211020121222222020111202120221220212210221122121100221112221102121211122020201001212110111222012011202220222212102122221
CBR1	CBR1: CBR1	01102200101100000102102000110201101010012002002110011111210111221011210121221010221100202210211100010111011211211021101000120020101120
HBA2	HBA2: HBA2	11020022000000102202020112000102102021020000222000020102002000012002002011000120012200120021120120001002000010100220010111022220102122
ST3GAL4	ST3GAL4: ST3GAL4	02210022201212102002210210200100222110012000102222110221201222021002022020020222001110012002000011100222010120221020202101011112001001
GSTA3	GSTA3: GSTA3	11111111111111111111111111111111111111111111111111111111111111111111111111111121111111121111111111111111111111111211111111111111111111
DEFA4	DEFA4: DEFA4	20001000000000002010000020000002002021010000220000002002002000002010000010000010112200000112020120102002020021000000010100002100101002
TMEM147	TMEM147: TMEM147	01111011201101102202101100100101101110002001112111111111100111121102111011120111011110212011221011102111111110211120102000111121101001
HHIPL2	HHIPL2: HHIPL2	20021212221211222212212102211111101120112000121201011121210120111011202022021222020111111121101122212222202012110002202210111000102201
FXYD5	FXYD5: FXYD5	21020021110010212201021211000112112021021110121100122012002000012112001110001111002201211111011122212002110201212021010201221221101001
KLRF2	KLRF2: KLRF2	00100000000000210000012220010200020010210010200002102010000010201000120002121210100002010010200200000110210000210100000010000022010020
NCRNA00208	NCRNA00208: NCRNA00208	00000100000000000000001000000000000000000020000000200000000000000010000000000010000000000100002000000000000000000000000002000000000000
SNORD98	SNORD98: SNORD98	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
DOK6	DOK6: DOK6	21112121020020221020022222212010112222221220221201211022012001101222112120002222202221020201002222020102221212022002020002222202222222
FERMT1	FERMT1: FERMT1	02222212222202210222202200222220222211222222002222222222220222220121222222222222222122222222222200021220222122221221202020220022222220
PKMYT1	PKMYT1: PKMYT1	12112102112201000212101101221201222210012111022211122211210001122111202122210122121111212222221110122220202212220222201110110121110210
COQ9	COQ9: COQ9	02211202212202100202201000111200111100002112002121001210220222220000220112220111120011212120220100001120101100211210202020110021110110
EGLN3	EGLN3: EGLN3	01212111102212001112211100221212101210011222001222221211221212121101221121221210121121212111121200002110211121120120202021020121111101
ProSAPiP1	ProSAPiP1: ProSAPiP1	21112101111211110010102111011122100121111120001110120110101000000221000210002100201100020101010200010110122202101112111111020001202222
C9orf123	C9orf123: C9orf123	01110101201111101202101000111201110110002102002011011110110122121001110111220201020111212120220000002121100110210110102010110021111000
UTP3	UTP3: UTP3	11121111111110110111111110111102111111111111111111111111111111212101011011110111111211202111212111111111111111111111111101111121111101
GPR149	GPR149: GPR149	00001001000020210010022022010000000000000000200000200000000000000000200000000000200020010100001000000000002000000001000002100000002122
KRTAP20-2	KRTAP20-2: KRTAP20-2	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
CEP95	CEP95: CEP95	11121211111111111011111111011112110111111110111121102011112111112111111101111101110121111110111100112111112111101101012111111111211111
MIR2681	MIR2681: MIR2681	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
KRT18	KRT18: KRT18	02212212222202120222202220222212222221122222002222222222221222222222222222222222222222222222222200012220222222222222202020220022222221
UMOD	UMOD: UMOD	00000001000100000020000000000020000000000010000000000000100000000000000000000002100000000000000000000000010002000002100000000001021100
OR52E4	OR52E4: OR52E4	00000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000
DKK4	DKK4: DKK4	00101000000021020020000002010012001010120120000110210010000000002200100000001020201200000100000200110000022202000002110012020000002222
BMPR1B	BMPR1B: BMPR1B	22220000222021222221120221122220011201220220212222210101000022001002022020020222102111220212002222200021020221202000021202222201122012
CDSN	CDSN: CDSN	12002020002102121122002220222222221212100221000222220222221021122220100222121112210221222121120221211200022222221122112121011001102221
PTPRH	PTPRH: PTPRH	02212202212202010212202100222212212210122222001222221221220222221220221222222222220122212221221200012220212221221221202020120022212221
LPAR3	LPAR3: LPAR3	12220212202202222001220210221201212200000212002222120222222222220001222222222222022022122022222122012220210020122221222220220022020200
TMEM132E	TMEM132E: TMEM132E	21102122210120222221011222120020012022221212212011212121222222001222122212002202202211222211222222222202122200212122022212201222202022
LOC401134	LOC401134: LOC401134	00000020111001000000010020010020110000010000000000000001000000200002220001000002001000000001000100000110200002000101020012000012021110
LOC387895	LOC387895: LOC387895	20220011120020222222022002111202212122220022122200201122120112011222010212022111202202102220212111022022020222212001020202211022212102
CTSE	CTSE: CTSE	02211222222202100102210200222220222210022222002222021222221222222112222021220222022122112122220000221220120020211220202020120022020000
CNTD2	CNTD2: CNTD2	22012012101121001210021201221222100122122221122121212211111000022111202211221111201100221022112201002110212111212011212222210220122221
PDXDC1	PDXDC1: PDXDC1	02211212212202110011201110212111111201101112011222111211210221210110221111221211121022111111211110010220112111111211202120110012111110
MORF4L1	MORF4L1: MORF4L1	20111121110121111011111111111111011111110111111111121111112111111111111110111111111111111111111111111111011111111121111102111211111111
P2RY4	P2RY4: P2RY4	21102200021222220020202200221020221202220021220102100220012122200220222011202022210222012202012212021200222222022202222220200002001221
C4orf33	C4orf33: C4orf33	11201211112211010012201111111212110110110111001121111111211222221110221112221111121111102110211000101121111021111120202011010021210110
SLC10A4	SLC10A4: SLC10A4	01120122122021220021021020122210001022112111211000201001012010110202120000012112112011120111012102002122200202021102020112212212122122
ZNF24	ZNF24: ZNF24	20111110111111111111121112111011111101110111121111111111111111200110111111111111111121011211101111111111111021011111120112112101111111
LOC100131176	LOC100131176: LOC100131176	20022120120121221000022222100112212222220121220000222011012011002212001210002111202201220211010021122012110202122102120202222212202222
TXNL4B	TXNL4B: TXNL4B	11111112111111111211011101111112111110111111011111111111111111111111111111111111111110212111111101101111111111111211111111110111111111
DEFB116	DEFB116: DEFB116	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
FGF1	FGF1: FGF1	10120021110010221020022121110220101022120210212200211002012100102202011111001001002111020212002222211002202212010002020002222211012122
KLF1	KLF1: KLF1	22202020100101200002011001100102022200010021022200020222000200020000201200212020002000010021120020102010210211122222211200002022110100
SNX13	SNX13: SNX13	11211221122222121021221122222120111201110212120112210211121222210120212221212121121122011211112112110111121022011211221122112102121211
SNORD11	SNORD11: SNORD11	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MIR4708	MIR4708: MIR4708	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
DENND5B	DENND5B: DENND5B	20122120021020221020022222011022121012220121220201111002022010102122112211002021202212010202002202221001122022011012020212202101211221
MYF5	MYF5: MYF5	00000020000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000
DUSP11	DUSP11: DUSP11	11111111111112111011111111111111111111111111111111111111111121111111111111111111111121011111110111111111111111111120111111111111111111
MIR548F2	MIR548F2: MIR548F2	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
AP3S2	AP3S2: AP3S2	12122212222212122010221121222220222201211212120221121222222221221111212222212112221222021212222222210121222112021221222221222112121210
SPANXB1	SPANXB1: SPANXB1	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MTMR9LP	MTMR9LP: MTMR9LP	12111011110020212101011212010120100122112010211100111020011001002212000200011010001110120011000112222102121210112012011202011211102012
NUCB1	NUCB1: NUCB1	11101111101010101201111100110112101011102101111010111111110101121102111011111011111100212011120121111111010100211010102111010111001011
