ArrayID	Name	BitVector
RTDR1	RTDR1: RTDR1	22001022212200001212111022212200211022002222002122112010200200022112210222111102221221122221120221021210100221200211122112210120221002
SDHA	SDHA: SDHA	02202202212101000202201100111201110100002102002121011111220212220001220012220111120011202020220100000120101100211210202010010021110110
ZNF384	ZNF384: ZNF384	11111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111211111111111111
MEIS3P1	MEIS3P1: MEIS3P1	11111211111122112011121121122120101112100112111202120211122110111211111111101011111021110111111112210122121011111101121112011101122221
PNRC1	PNRC1: PNRC1	20120121020021211020121222011102101121120120211101222021102100012222111221002210202211010011001122111002111111202011010222112201211221
F8A2	F8A2: F8A2	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
PRR14	PRR14: PRR14	12111111101110101201101111011112111111112111111111111111111110021112111111111011111101112111110111112102212210111111102210111111111101
LOC643650	LOC643650: LOC643650	12222202222222210002200110222102221210112022200220200110220222220210220202222212121022212222210222200210221220010002202022022222012200
LGALS8	LGALS8: LGALS8	20111110111121111011121112111111101111110111110111111111112111210111111111111111111111010111101121111111111111011111111212112211111111
ZNF491	ZNF491: ZNF491	02212210111110121122012121212021010022210212121010001002120222211021120201122210111202000111121112211222122121011111120021111021222111
LRRC16B	LRRC16B: LRRC16B	12221212222110210201011101012111220201012021022110002110211111001120111101011112111101011111011201022201101111111101001220121012112011
ANKRD50	ANKRD50: ANKRD50	11111121012221222021121222222020111202220211220211120212022210100221112211102121211121020101002222210112122021022112120222112202122222
NT5C	NT5C: NT5C	02111101201101001202100000010202111010002102002111011110110111121101110002220101020001202120120000002110100200210120102010010021100001
AKR1B10	AKR1B10: AKR1B10	02202201202202100212202011222212211201222222001222122212221222221221221222221222221022202221222100002220212222221221202021220021222221
OCM2	OCM2: OCM2	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000
CHRNB1	CHRNB1: CHRNB1	12210112201012112112111111112111111111101111111111111111110111111111111101121111012111111111111111112111121110211110002111110112111101
PRKAA1	PRKAA1: PRKAA1	21211221022212111011111111212120111201110211110212110211122121210121112121111121111022010211102122110111111012011211221122112101121111
DCAF11	DCAF11: DCAF11	11112101212101110202201100111211111111111112001111011111210111121100211111221111121111112111221100011110111111111111102010110011111110
ATP1A4	ATP1A4: ATP1A4	21002122022021220221012112110022112202220110220001222110112120002221012210002201202222020201002221122202200222022002020012212202202122
HIST1H1C	HIST1H1C: HIST1H1C	00110122001011000201111112000102100120002000122211111102210101022012111021121010102111202011120112202012000110212020102110022121000101
CLNK	CLNK: CLNK	20122211120000222020022222100022220222220121220201212122022020102221002201002112221222110200002211022202221222012012120212202222222112
CTNNA2	CTNNA2: CTNNA2	02122222122021221221022021121210001012121101212000222001112000102202221100002112202110020012012202100112202112100002020012222012122222
MS4A12	MS4A12: MS4A12	02200200212202200102200000222200222200002222001222201222220222220100221222220222020022202021222000002220200020222011202020200022020000
DEFB4B	DEFB4B: DEFB4B	00000000000000000000000000000000000000000000000000000000000000000000000020000000000000000002000000000000000020000000000000000000000000
TRIM16L	TRIM16L: TRIM16L	02211102112101101202201110022212220210001111002021021121210222121101220101221201011111102120221100101221212110111211102020110122121100
KRTAP3-3	KRTAP3-3: KRTAP3-3	00002000000100000001000000000000020001000020000000000100000000000010000000100100000100022000000000000000000020010021100000020001000000
TSSK4	TSSK4: TSSK4	21222222122221222120122222222120221202220222220222210121222221200220111212202112220022021212112222220220222122022202121222212202222222
RAPGEF3	RAPGEF3: RAPGEF3	21021020110020222210011221000120000211122010211100120121001000001222001200001010202100020001001122212002121210012012020202121201102012
MIR425	MIR425: MIR425	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MIR134	MIR134: MIR134	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
PTTG3P	PTTG3P: PTTG3P	02001201111100000210101000202020111200010012000020100211112221000000001002102000000022000000000001200011010022010200001010000000000021
MOV10L1	MOV10L1: MOV10L1	22202022220120222221021221000220122222222010222210221022012011002222022220001221202220022212020022221112022222222020022201122201222002
LOC100506368	LOC100506368: LOC100506368	12222222222222222020222222222210211122210221200220212212100222222211200220220222222222020221221022221222222102221222222222122222222210
DPCD	DPCD: DPCD	02110001101101101202100000111201101110002001002110011111200112121002110112120110011000212020221010001121110010211120202000120121110000
PPAPDC2	PPAPDC2: PPAPDC2	01212111112202010012201111112111111111111112011121101211221212120110221111221111121121112111211100010210111111111111212020110011120111
LOC100129480	LOC100129480: LOC100129480	02212202212202110222202110222212211220012222002222112222220222221111221202221211121122212221221200002220212211220221202020120022221220
SNRNP48	SNRNP48: SNRNP48	21121211111111111011111011112011111201110121110121111111111111101120121211111111111111111201112111211111112111010111111021111101121211
DNAI1	DNAI1: DNAI1	02002222210100200202022122000000101021000111000000020010212121002000020210011120220102110022120110000200222101212202001000020020020200
ESYT2	ESYT2: ESYT2	20101111111112111010111111111021111112210111210111210111112111100211111110111111111121010101001122110111021011111111121112111101111112
CDH6	CDH6: CDH6	21001021020020221120022222120120002122220110220200120012002000001222002210002120202100020111002222220102021212012012020202222211112222
DTX2	DTX2: DTX2	02111101212101000202100200111201201110002111002121011220110111121101210111220112010001212021120010012111111100211110102010010022110000
LOC642361	LOC642361: LOC642361	11111111111122101101111101111111111211111111111111110111112110121111101111101111111110111101020102111111111101212121212212110201122111
BNIP3L	BNIP3L: BNIP3L	20101120010121121011121122011021011122210110210101221011012111101112111111002110102121010111101122120102021111011111120202112111111111
MIR1305	MIR1305: MIR1305	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
POLE2	POLE2: POLE2	01102101112201100221101001211200121111112111011211112211110112112110201122111111111121211221221110111120202112120222201010110011121210
PWRN1	PWRN1: PWRN1	00100000000201000002000020200000000100000001100200002120020012000010000000020000000102202022100000000021000022220020012001200020101002
DMP1	DMP1: DMP1	00000020000000000000000000000002001000020010002000000022000000000001002000002001001000000000000000100000000000000000020201002000000002
EXOC4	EXOC4: EXOC4	11101111111111111211111110111111111111111111111111111111111111111111211111121111121111211111111111111111111111111111111111011111111111
LOC100306975	LOC100306975: LOC100306975	22022122001020202000120202122002202210020021020010210022000221001022222021111020002100212101011212211012100022022220200202222202121010
EPN1	EPN1: EPN1	02101101202101000202200100110201111110002102001111111110210211121101210011210111121001202010120110011111101200211100102010010121001010
ZC3H13	ZC3H13: ZC3H13	21221211122221222020122222222121222202220221220212210222122221200220112222102122221122020202112222220111222012012202220222212202122222
LOC338739	LOC338739: LOC338739	20021020020000220021102202110000022021000020120010102022110012002012112001020122011102100212021002222200222222020122001021202002210002
SAA4	SAA4: SAA4	10000000100100001000000200000000001000000000000200000211000000000020001020000010000100010002000020000000000020010020000020020000100100
MIR1286	MIR1286: MIR1286	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
PNLDC1	PNLDC1: PNLDC1	12220121100100200012122002111101111201022021002001200202102002000002222211102011220122022221011211202102201211022002001012000002111102
NFE2L2	NFE2L2: NFE2L2	11112221112221222021221122222111112202220212210112221122122222211221221122211222222221021112212112210221122112111211221222212211121222
SNORD78	SNORD78: SNORD78	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
DYNC1I1	DYNC1I1: DYNC1I1	22221021110020222121021121221220101022211211221001212012002100101222011000002112202201020111002222200102112202010012020202222211122122
MARCO	MARCO: MARCO	00221020200020222212022020200010002021002000220002202002002110000002000020002120202100201022002122202012000200220012020002002220101022
ACSF2	ACSF2: ACSF2	02201201202101000202201000122201210010002202002022002010220222220000220002220102020012202020221000002110200100200200002020000021020000
BSN	BSN: BSN	11111110111120111020021020111120111012111211212011100001112011001211011200002011201100021101011212111101112111010002020112221212112222
DISP1	DISP1: DISP1	11122111110120221111111121111120111112210010211100101110012011102111111201011111101101010211101211221102121211001102021102011111212111
KDM4B	KDM4B: KDM4B	21111111111111111211111111110111111111111111111111102111111110111111111111111111111111111111111121112111111111111101111111101111111111
MSMP	MSMP: MSMP	21211221122212112000211111222110212102110222110212110211221211210220212212211122110122011112112212221121112111022202211221201112011121
GAGE7	GAGE7: GAGE7	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
IDH3B	IDH3B: IDH3B	01111101201101101202201000111201111110002102002011011100110112121001110112220101021111202120220100001120101101211111102010110021111110
SFTPD	SFTPD: SFTPD	21222212220020222221222121000212120022212220222001212000122120112222212212022212122200212221222211222202220212201021022022120022212112
DSEL	DSEL: DSEL	21110021010020222021022222122021002112220120220000221012002000101212012221012020202110020111011122120112121101112111020212122211212122
LIM2	LIM2: LIM2	00101020000000100000000000000002000010010000000000001012010000000002000000000000000000000000000000020000000000000000000000000000000000
UPRT	UPRT: UPRT	21111111111112111011111112111112111111111112111111111111112111111111111111111111111121011111111111110111111011111111111111111111111111
NUDT10	NUDT10: NUDT10	21212100110020221010022022020021011021120110202000211012002101100202111101012111212110020101001222100102121201112011020002212201122122
ARX	ARX: ARX	02212002222102020022102220012122111122202021010220220110202122101122221111022212202212121211222200021120221201222202112020121002222221
USP37	USP37: USP37	21112101112212011112111111212111111111111111011112101111111112210110121111121211210011112110212101110110111111110201111011111011121110
ZNF396	ZNF396: ZNF396	02222201222102120012222121222220221022211222211222102212222222221121221212222222221222112212222111221221222222121222222022021021222112
CARD9	CARD9: CARD9	00011000110000211212012222000002011022212001202100102120012001012021001111022110201200201122111221122112011212212022011100101221201112
KIF7	KIF7: KIF7	11110111110120212111110111011120101012112110211000111011010101110112101202011011111100011011011122111112120100112101011212111211012012
RABGAP1	RABGAP1: RABGAP1	11111111121112121021121121112020111112211111211011111111111121101111111111111111111121010111101122210111121111111101121112111112111111
FLJ35024	FLJ35024: FLJ35024	00001000201220000002010000001010212020000012000022111000220102222202221200210102020200222010100000010020110000200000200002222000201011
CHRNA6	CHRNA6: CHRNA6	20000022020000220020012020010012221002120010020200002000020000202010012000002101000100000100001002222002010020012000000200002202210002
CDH26	CDH26: CDH26	21122121222120222020122222121012221122221221220111222022022221112222122211012122212202021222102222222112222222122222022222222222222222
NDST1	NDST1: NDST1	11011021011110112111111111210110101102210101210101010111011100100211112110101010112101011002101122220112110111011011110201012201001012
DUSP18	DUSP18: DUSP18	12221201122202120010212110122120211201110222001121111121220122200210221111111211120222010221101111210210221021110201212020110122221211
EPB42	EPB42: EPB42	20000002000000002210100001002002200200000200120100010012102010000100002220001010100000020001001020000020200000000020010022000001001120
TIPARP-AS1	TIPARP-AS1: TIPARP-AS1	22111211111121200211121112122202201101011122201111111111112122021121102211011020201112111010010102000101200101202211102222210222112121
IL28RA	IL28RA: IL28RA	11112011122101010010002212111011221011110022120222102111220121211221121021211112211222101202002101021110112121111001112110101011101221
LOC100144597	LOC100144597: LOC100144597	00000000010000010000000000000000000000100100000200100000000000000000000000002000000000200100000000010000020020010000010000000001010000
LMO4	LMO4: LMO4	10102021010010111021012122011012011121110021121100121112011001112112111111011121112201110211112112210111021221111021110202122111211211
CYP2C19	CYP2C19: CYP2C19	02012201012202020020002200120021101202220222000012120222022211211220200212202020220112022210202200020000222202020102221020220000222222
SYTL4	SYTL4: SYTL4	01111211212111112212101111212110100211102111101122111111221221110102121111121211111021212021111011200121211110111111112221111111111101
SRY	SRY: SRY	00000000020000000001000000000000200000010000000000100000100010000102000010000010000200000220010000000002010000000000000010020000101000
PAICS	PAICS: PAICS	11112111111202111121211101221201122210111111011111122211110122221110211121211111121121211121222110111220111022120221201010111011121210
ANXA11	ANXA11: ANXA11	01101111201101001202200100110111111111102102001121111111110101121101211011120111121111202011220010011111011100211110102110010121000010
COPG	COPG: COPG	01111111212201011111201100211211112111101101021211011211210111121011121011221111121111212012221111111120111011111111212110111121010100
TXNDC15	TXNDC15: TXNDC15	00101021110011112111011221110021011021111000220101111102001011111112011111011111112201110112111112211112020121111021020101112110111111
KLRC2	KLRC2: KLRC2	00000101210110020022212221010112000122120112221121202021222122111212210202022220210222212021222010020200021222002002110010020120222212
MIR4642	MIR4642: MIR4642	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
LIMK1	LIMK1: LIMK1	11110021110011111010111211110111122112111111120101112121011100111112101111101021012101110202111122121111110111111011010200111111101001
MRPS2	MRPS2: MRPS2	02111101201101000202100000110202111110002102002111111100110111121101111011210101011111202011220101002111101101211110202010110121110010
PICK1	PICK1: PICK1	02111102211101000202101100111202111110012111102111111110211111121101110111220101110111212021220000002110111200211111102010110021111111
CYP11B1	CYP11B1: CYP11B1	01011100110000012000000021000002000001200010110002000000002010002000000000012000220100200202000001020000000100002002001001000000002212
DNAJC22	DNAJC22: DNAJC22	02222222222202120222202210222221222221112222002222222222220222221221222222222222222222222222222200022220222222222222202020220022221221
TBC1D3F	TBC1D3F: TBC1D3F	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
CCL14-CCL15	CCL14-CCL15: CCL14-CCL15	02222202212202010212202010222222220200022222002222222220220222220211221222222202220122222220221200011220202222211210202021220022222010
P2RY6	P2RY6: P2RY6	20021020110020212222021222000000012022220002220200111122012000112222002222012020102200110112111222222012010121222022020200012221100012
MIR138-1	MIR138-1: MIR138-1	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
HSPA1L	HSPA1L: HSPA1L	22120002000000202000000101022102002100000020011000001002000001011112202002001110002000010010001000000000201000001200001120000101222110
SEC16B	SEC16B: SEC16B	02122201111101120010102211122121100201210221100111120221121221110220111212102111211121020110100201120101222211011212011021020001222222
MIR3655	MIR3655: MIR3655	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MIR3620	MIR3620: MIR3620	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
GABRQ	GABRQ: GABRQ	10000000000020020010012000000010001002110000200100101000002000000200002100002001100000000001000202000002001001000002010002002001002222
ZC3H12D	ZC3H12D: ZC3H12D	20010111020020010000021112000102220210020211110200112020112000002111001100001102100202100211000120112000102122102001000212201202101112
SYCE1	SYCE1: SYCE1	12120200121200020020010022000102202102222200002001221012002102122222011220011002201012220202002222212022122202012002022202222220102212
DHFR	DHFR: DHFR	11102001012201010121102111212111122210111111011111112211110112212110111121211112121121111211211110120120101022020121200010110020211220
VAV2	VAV2: VAV2	11111111112001111111111111111111121011111111111111112001111011111111121110111111211111012211111111112111112111101101011111121111111111
IGFBP7	IGFBP7: IGFBP7	21121021100020222011021222000120002122121100220100121022002000001222002110001021102200020102011222221002021211222021020202222200102112
SELRC1	SELRC1: SELRC1	01111101112202011110201100221110111201101212011122210211210221220110112111211111121021111111122110110120112012110121211010111111011110
CYP4X1	CYP4X1: CYP4X1	10122012110211120021012220022021102222210120111200221212002010001222102220002121202211020212001221210101122222101112020202121202222222
FBXO8	FBXO8: FBXO8	11111111111121111011111111112111111101110111110111110111111122210111121111111111111111010211111111110111111111011121211111111111111111
ECE2	ECE2: ECE2	02110111201102101202100000110200111110002002012112111201100111121102211012210111021000212022221111001120201111221121202011210020011011
USP36	USP36: USP36	21111111111122111010121212111112111202220211110111211120112110100220101111001111211111110101011121111111112001112102020211111201011112
HLA-DPB2	HLA-DPB2: HLA-DPB2	10122122121000022020022222110022220022020021000200002020122000012022000201002012200202000212002020022102022212102020010000200211200002
RNU4ATAC	RNU4ATAC: RNU4ATAC	10111222010120222120122222110202200122000110222001102112112202012121200202222201202222222020122212202102012201212112112202221222220201
HIST1H1A	HIST1H1A: HIST1H1A	00100001000000200200002002100200102100010000000101002100002020000010100200102101000000000000102111000020200020100201002001222011220100
NCCRP1	NCCRP1: NCCRP1	20210202122222210211022010020200221202220201002020212110212221122110120100200202120222201221001120002201110222210002000212201212122102
LGI3	LGI3: LGI3	02101212211120220222112020122211001121102020202002211100112101012202120101002011212000021021021222001101202202200202021012222222112222
ZFPM2	ZFPM2: ZFPM2	21221021120220222021022222222020001212220220220201221112002110101222112221002121202221020212002222220212121112022112220212212202212222
PCGEM1	PCGEM1: PCGEM1	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000
SMARCC2	SMARCC2: SMARCC2	11111111111111111211111111111111111111111111111111101111110111111111111111111111111111111111111111111111111111111101111111111111111111
PDPK1	PDPK1: PDPK1	21212211122222121010221211222120211202220212120222211211122221210120212111202111221112010102102222120211112112011202221222112102121221
CMC1	CMC1: CMC1	01211111201101101212100110111201111120002101002021011111210122121002120011120211021111212021221000002221100110211120202010110120110000
MKNK1	MKNK1: MKNK1	11111111111110111111111112011011111021111111111111101011111111111111110111111111111110011111111121112112111111111112011111012111101112
SYNCRIP	SYNCRIP: SYNCRIP	11111111111112111020111111211111111201110111110112211111112111211110112121101111111121110111112111110120111012111111220112111101111111
LOC100505540	LOC100505540: LOC100505540	00000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
LOC728393	LOC728393: LOC728393	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
CRYBA1	CRYBA1: CRYBA1	21022220100020202000021000120202000100020111022122220011002010020020002110000200100200020010022010201112002100002000010212202210112020
C22orf45	C22orf45: C22orf45	20011121020020222120122212010111220202220220222201212122012000001221002121002121202212011212002122221002212022122012020222202101112112
FAM166A	FAM166A: FAM166A	12221212011122212201121000122202210222022221012021212101101202022212200212211202211110222020122100002000202111202202202222210222112121
B3GAT3	B3GAT3: B3GAT3	01111111100000001202100100000101111020012001111010001010100101021102110101111001011100202111120111012111000200211011002100100121101001
CYP2C8	CYP2C8: CYP2C8	01022221201001122212122021012012111021022121122122202111121222212112021202212211201222012210112200222212201221211102011212120011221122
HAND2	HAND2: HAND2	12121122221120222111021121121220000121112010212000111002012001012202110000002101202110020021011222200202211201111102020002222211122222
NEFH	NEFH: NEFH	21020021110010221120022021011202112012112110222100202011012000000202111110002021111100020112012222121010202212021012010112202211212122
CYP2U1	CYP2U1: CYP2U1	20121011010120222020022122111020111012220120210000111001012010001111011210002111101211020201001212111102121101011002120112111201112111
MGC70870	MGC70870: MGC70870	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MIR19B1	MIR19B1: MIR19B1	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
BRCA2	BRCA2: BRCA2	20112120022221110020122212222010222211120220122211112212012012102120102121112122211121110221101212220120212022021212220222112111121221
XPA	XPA: XPA	11111101111111110211111111011111110121111111111111111101111112112111111101121111111111211110111101111111111111111111112011111111211111
MIR3714	MIR3714: MIR3714	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
INTS7	INTS7: INTS7	01111111111201111121111111211111121111111111111111101211110111211111111121111121111111111111211111111111111022020121211110111011111110
RBM27	RBM27: RBM27	20111221121222111020121112222121122201120221120112221211112111211120112121102122211122020201102112120111121012011111220122212101121221
ZBTB25	ZBTB25: ZBTB25	21121111021010211020121122111012121111120121221100102011012110102121111211002111101212010211002122222101211121012112020112202112212112
MIR4274	MIR4274: MIR4274	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
ZNF639	ZNF639: ZNF639	20111121111122111011121112111111111111110121121111121111112111111111111111111111111121010111111112110111111111111111110112111211111111
MIR559	MIR559: MIR559	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MTPAP	MTPAP: MTPAP	11111201111112111011111111112101111111111111111111111111112122111110111111111111111121111111111111110110112112111111111111111111121111
DHRS7	DHRS7: DHRS7	11101111201111110102201111111112010011011012011111111101210212121101120011120101111111212111211011101111010110201120112011011120111111
ATG4C	ATG4C: ATG4C	10111121111120221011111122111111111111110111221111111112011111101121111111111111112111010112101112121111121121011121110111112110111101
KRTDAP	KRTDAP: KRTDAP	00100000200001010202000020012000000000000101100001002000000000000001000212010000020000200100002002000000110200210001022001000010000100
CEP152	CEP152: CEP152	21122210012211211021111111222111221201110211120111102112111111101120112112111121111012010211112111210110212022021212211121201111121211
ARID2	ARID2: ARID2	21111211021212111021121122222021111212220221121112111111122111201120112211112121211122010201101112220110112022011101121222112102121221
TADA2B	TADA2B: TADA2B	21111111111112010111111111111111111111111111111111111111111211111111111111111111111111112111111111011111111111111111111111101111111111
DYRK1B	DYRK1B: DYRK1B	22111101111011111212211111011112110121122111102010111110211111011111210101121111111101212111120111112102111201202201012211110121111112
TNFRSF6B	TNFRSF6B: TNFRSF6B	20020022010020002100020200100000112201020000010200221222000000001202002020000011002101220012011022202000000020121020100200222202001001
TSPO2	TSPO2: TSPO2	22122211021202110000222201112100222202122222220210200221122111112221102220112022211122022202122112120000112222122122222010200012222202
TNNI3	TNNI3: TNNI3	02102102210000100200000011001102111000002100000202112202002000022012200212221011020000222120122100002001210010122221000000120210100001
OR6B1	OR6B1: OR6B1	00000000000000000000000100000000000000000000000000000020000000000200000000000000000000000000000000000000000000000000000000000000000000
RDH8	RDH8: RDH8	02000020000000002000000000000000002000000002020000010000000000000000000010000020000000100000000020200000000000000020001000002200000000
ZNF143	ZNF143: ZNF143	20121121011121212020111112111112121111111111120111111111111011101111112111111111111121020212101111111111111121021121110112112111111111
C6orf72	C6orf72: C6orf72	10101121011121211011121121111110011111110101210111111112112111111111111111111111111120011111111122210112021011111011120102112211111111
SH3GL3	SH3GL3: SH3GL3	00000120010020000020002020002000002011220010220010212000000000002121000000001020000100020202001120000201012202010000110002202201222122
PIK3CA	PIK3CA: PIK3CA	21121121021121222020122222222122212202220221220211221122022111101221112221102121211122020211102222220112222122012212120222212202122222
ZFPL1	ZFPL1: ZFPL1	01101101201101000202100100110201111010002101001111010110210111121001110001120101010001202010120100002111001100211110102010000011000000
TNK2	TNK2: TNK2	21021111111010212201111212000112211111122120221110112011111000012112101111001111101101111112011122222102111210112002011211111211101002
MIR548AL	MIR548AL: MIR548AL	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
HPS1	HPS1: HPS1	11111101111101101201201101110101111111112111101111111111110111121111110111111111111101112111120111012111111111211111102010110011101011
SNORD113-1	SNORD113-1: SNORD113-1	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
STAT5A	STAT5A: STAT5A	20010111010020102201021111000102111111121110110100112010012000012101001100001001101101111111010111112001101110111011001201101211101001
MIR4686	MIR4686: MIR4686	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
LOC650368	LOC650368: LOC650368	12002120110020222211022122021120111122122020222100111021002000012222001200112110211200120222012222222112122201112122020102112121212122
VENTXP1	VENTXP1: VENTXP1	00000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
TEKT4	TEKT4: TEKT4	01100002000000001022000020000210200020002000222000012002200000100000021000000002000000110020000022202000010220000200002000020020000101
FAM90A19	FAM90A19: FAM90A19	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
BABAM1	BABAM1: BABAM1	01111001101111101202101000000101110010002001012111011111110111121001110101120101011100202110120000002111100110211110102000110121101001
MRPS18B	MRPS18B: MRPS18B	01111101201101111212201000111211111110002112002111011111110112121001210012221111021111212120221100001111111101211211102010110021111110
C7orf46	C7orf46: C7orf46	02222102121202120022102121122122110221110121011221221221211222212221221211122212111221011221211200110210112122111211212011120112222221
WNT4	WNT4: WNT4	01102121200010112212222222120111002122102101202100122122100111212222102122112021212210202112212201022122021211222022021001120221211222
CRYGB	CRYGB: CRYGB	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
SLC26A2	SLC26A2: SLC26A2	01200201212202000002200000222200220100001202001022100000220222220000220202220202020022102020210000000220200000101200202020100021020000
ST7OT4	ST7OT4: ST7OT4	22122222101221202021222122122011211200020120200222221202120010000220002122111021221222020220000112201110102120021202200222022200221220
GPRASP2	GPRASP2: GPRASP2	21121222021120222020021002222112001102220221210100220022020021100222102200102221202202020101002222210102221202002212021112210102122222
KIAA1377	KIAA1377: KIAA1377	01110100111121210011111121122120110112210110102111100111111122100111110101021111110121020110001111101211121101011101121012011011122112
RDH14	RDH14: RDH14	12212211222212212011211202221220222202121222120212120211221221220210211221212122121122021202020222021121222102122222212222211102022212
PLP1	PLP1: PLP1	12110012111021222020021022122220000012220101201000201002002001101202120101002001202121020000012202000002210101002101020002221212122222
MRPL12	MRPL12: MRPL12	02101101201101001202200000111201111110002102002121011100210112121001210012220101021001202020220000002120100100210120202010110021010000
TMTC1	TMTC1: TMTC1	20121020010020222020021222212020002202220110220201220022002000001222002220002011202110020101002222220012121112022112020202222201012122
STRADB	STRADB: STRADB	01102100212201010012201010111100111110110112001012101111120222210010220112221111120011102120211110010210101111110211202010110020121110
AK1	AK1: AK1	02200002202002001202100000102100211000002000002020020101200011020001020020120212010000202000100000002121000110201000002100000121000000
ZNF124	ZNF124: ZNF124	11212201122202110011211101222111221201110222010122201211121222210110221212201222120122011211212200010220211012011201211121110012121210
RNF43	RNF43: RNF43	02222202222202220222202220222222222222222222002222212222221222222220222222222222221222222222222200022220222222221222212020220022222222
TRIM60	TRIM60: TRIM60	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
FANCE	FANCE: FANCE	11111111111111111211101101110101111111012111011111111111111111111111111111111111111111111111111101111111111101111111111011111111111111
HTR6	HTR6: HTR6	20000121022120110210220202021202222221021221102120211010210000122212001210000202221001020200022211000102220002012202001202212202011220
CABLES1	CABLES1: CABLES1	01002011101020221112112121010022000022211001201121221011111110101121020101122111201210211111111212011011022211211011021002122111202222
ECHS1	ECHS1: ECHS1	02102101202201000202201000111201111110002102002121011110210212121001220012220101021011212120220000002120101100210110202010110021110110
PSMF1	PSMF1: PSMF1	11111111111111111111111111111111111111112111111111111111111111121111111111111111111111212111121111111111111101111111102111111111111111
KRTAP9-9	KRTAP9-9: KRTAP9-9	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
MASTL	MASTL: MASTL	21111211011220110020122112212112121201120211110211212111112101111120112111101111211111010111101111121011212022022111211212111201121220
CCDC150	CCDC150: CCDC150	01022201012200101121102101212202221210111111022221012111101012102120102212211121110101211211111110212120202112120212200210120110122211
MAST1	MAST1: MAST1	02101201211110211212120020021212001111112121212110101100112100020112111000101111002000021001022202001101200201110202012022202012012122
SERPINE3	SERPINE3: SERPINE3	10022001010020020010002202000020110102020101020001210001010001000212020011002020211201000101111001220102100121022100110102000020112002
MCPH1	MCPH1: MCPH1	10111111011111111211111112111112111111111110111101111111111111112111111111011111111111110111111111111111111111111111111111111111111111
NBAS	NBAS: NBAS	11111111111111111211111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111
MLLT11	MLLT11: MLLT11	11021122010020221020021122010112011021111000221100212002002000001212111111001111202110020111002122211001211112011011020202212201122122
CRYGN	CRYGN: CRYGN	20021002000000102001020100000000101000010100100000111001010001000012000210102220101001010221000121010012110020010002000001002020112200
F9	F9: F9	00000000000000000200000000000000000000002000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000
CDH24	CDH24: CDH24	22110101112210101211110110211110101211012110202010121120110101010212101111111110111000122011010102201112211200111101101211020111011101
TSPAN9	TSPAN9: TSPAN9	11111021110020212211021221110120002021211110221100120011001000011212101110001011102100121001010122210002121201112021010202021201102122
RAB30	RAB30: RAB30	20000222020021211020122222000012010121220211220201212012011000112222202122002111202221100111001202122001112022102011120222212101110210
