A_23_P252981	A_23_P102517	9	9	8	6	0.316	0.00	0.00	0.378	0.487	0.518	0.489	0.388
A_23_P252981	A_23_P102523	9	9	0	2	0.00	0.316	1.00	0.00	0.687	0.612	0.00	0.417
A_23_P252981	A_23_P102542	0	2	8	0	1.41	-1.00	-0.378	1.41	0.00	0.667	0.889	0.00
A_23_P252981	A_23_P102551	148	78	3	46	-2.06	2.38	4.62	-4.80	0.813	0.484	0.0399	0.644
A_23_P252981	A_23_P102571	0	71	33	0	4.80	-3.14	-6.63	4.80	0.00	0.986	0.971	0.00
A_23_P252981	A_23_P102575	3	41	28	0	3.67	-2.94	-4.16	4.00	0.0802	0.944	0.920	0.00
A_23_P252981	A_23_P102582	16	9	8	16	-0.832	1.11	1.15	-0.832	0.628	0.346	0.320	0.628
A_23_P252981	A_23_P102607	7	9	12	1	1.21	-1.22	-1.00	1.79	0.381	0.674	0.729	0.0812
A_23_P252981	A_23_P102611	130	104	28	11	0.514	-0.503	-1.04	1.46	0.685	0.670	0.438	0.185
A_23_P252981	A_23_P102622	57	35	14	12	-0.134	0.329	0.500	-0.302	0.702	0.553	0.356	0.347
A_23_P252981	A_23_P102634	63	119	36	13	1.80	-1.37	-2.98	2.97	0.487	0.773	0.540	0.179
A_23_P252981	A_23_P102681	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
A_23_P252981	A_23_P102694	52	73	7	32	-1.04	0.889	2.07	-1.40	0.640	0.634	0.146	0.551
A_23_P252981	A_23_P102706	49	82	14	7	0.809	-0.570	-1.67	1.66	0.568	0.766	0.428	0.198
A_23_P252981	A_23_P102731	143	38	20	9	-0.168	0.469	0.626	-0.756	0.829	0.500	0.394	0.244
A_23_P252981	A_23_P102743	13	21	2	2	0.267	0.00	0.00	0.577	0.592	0.738	0.263	0.242
A_23_P252981	A_23_P102759	20	14	1	0	0.218	0.00	0.00	1.00	0.740	0.667	0.273	0.00
A_23_P252981	A_23_P102769	31	5	0	15	-1.92	2.58	3.16	-3.67	0.903	0.187	0.00	0.826
A_23_P252981	A_23_P102770	3	10	0	2	0.00	0.302	1.00	0.00	0.482	0.742	0.00	0.410
