208153_s_at	4170	M1	5.87438584615385	5.7446455
202429_s_at	3073	M2	7.99482384615385	9.759411875
202834_at	114	M1	5.89838830769231	5.719262375
203549_s_at	89	M1	10.8456551538462	10.232594125
212020_s_at	69	M1	6.34374469230769	5.6910905
212386_at	63	M2	7.16033061538461	9.0954205
202307_s_at	61	M1	12.0901516923077	9.492122125
220917_s_at	51	M2	6.414078	7.85290175
211658_at	40	M1	7.85970553846154	7.361714
217653_x_at	38	M2	7.29904915384615	8.099184
200962_at	37	M2	6.90834876923077	8.425854125
208565_at	36	M1	5.64107992307692	5.555880875
208816_x_at	32	M1	10.8919706153846	10.444786
AFFX-LysX-5_at	27	M1	4.33555884615385	4.265047625
203932_at	25	M2	11.4806775384615	12.352459875
200641_s_at	22	M1	11.0820369230769	10.293199625
209121_x_at	20	M1	6.79456623076923	6.474683625
203032_s_at	20	M1	7.91416723076923	6.7733035
220655_at	19	M1	5.63723269230769	4.720894
221081_s_at	17	M2	9.61332738461539	9.721749
214244_s_at	17	M1	6.60557453846154	6.4503155
221638_s_at	16	M1	7.09208684615385	6.9035785
215921_at	16	M2	5.33809784615385	6.972835875
210766_s_at	16	M2	7.95986115384615	8.833019125
211779_x_at	13	M2	8.81161730769231	10.826983
208852_s_at	13	M2	10.6251723076923	10.762390625
218638_s_at	12	M1	10.112645	7.653258125
217680_x_at	11	M2	5.91110723076923	6.217252375
213705_at	11	M1	6.41552969230769	6.387615875
208581_x_at	11	M1	12.2686451538462	9.32956475
205548_s_at	11	M1	9.08682284615385	8.61755625
203287_at	11	M1	7.13175561538462	6.5310075
222116_s_at	10	M2	6.80905476923077	7.127038625
32259_at	9	M2	7.82516453846154	9.001517875
211693_at	9	M1	7.45784338461539	6.824643
218510_x_at	8	M1	7.99656169230769	6.617399875
215083_at	8	M2	5.91110746153846	6.874982
214870_x_at	8	M2	9.53155784615385	11.3203405
210982_s_at	8	M2	13.3035334615385	13.75387425
204983_s_at	8	M1	9.55531607692308	7.311133875
204284_at	8	M1	5.22696869230769	5.111416625
AFFX-r2-Bs-dap-3_at	7	M1	4.32236346153846	4.13790875
209030_s_at	7	M1	7.61278084615385	7.237373
201623_s_at	7	M2	10.1362248461538	11.21411825
200032_s_at	7	M2	12.7106296153846	13.266361375
AFFX-r2-Bs-phe-5_at	6	M1	4.25860207692308	4.19251175
35974_at	6	M2	6.65833	7.943628625
221029_s_at	6	M2	5.82393323076923	7.27707175
219957_at	6	M2	6.80621269230769	8.87978425
219221_at	5	M1	8.34223184615385	7.713077
218077_s_at	5	M1	8.06645407692308	7.968068875
214453_s_at	5	M1	10.2457126923077	8.136171875
212639_x_at	5	M1	13.4685673076923	13.22916425
212305_s_at	5	M2	9.371157	9.549325625
209037_s_at	5	M1	6.76133107692308	5.69184475
205221_at	5	M1	5.49076869230769	5.10294125
204891_s_at	5	M1	7.00375030769231	5.304888
38487_at	4	M2	8.28242269230769	10.29007825
218502_s_at	4	M2	6.68047907692308	7.61441775
218155_x_at	4	M2	7.990309	8.656547875
216920_s_at	4	M1	7.10426276923077	5.46214375
215483_at	4	M2	5.49606607692308	6.479235
211367_s_at	4	M1	9.68751223076923	8.0108405
210972_x_at	4	M1	8.55566138461538	6.46245725
207850_at	4	M1	6.41756869230769	5.829713
206416_at	4	M1	6.98872823076923	6.9030255
203963_at	4	M1	6.492431	5.61964675
203650_at	4	M1	6.23272046153846	5.034709
203003_at	4	M2	7.20637730769231	7.355110125
202134_s_at	4	M1	7.84171715384615	6.16217325
201329_s_at	4	M1	7.38759130769231	7.0798695
201243_s_at	4	M2	10.4044636153846	10.854776625
200984_s_at	4	M2	11.0463017692308	11.09051475
200823_x_at	4	M2	11.3373959230769	12.178181375
AFFX-BioC-3_at	3	M1	8.61049476923077	8.539625125
AFFX-BioB-3_at	3	M1	7.56627838461539	7.462204125
221872_at	3	M1	9.08016730769231	9.001351
220380_at	3	M1	6.918715	6.293534125
219239_s_at	3	M2	6.58938507692308	7.22059725
216609_at	3	M1	7.22059569230769	6.85810325
216442_x_at	3	M2	9.93932646153846	12.398737625
216248_s_at	3	M1	4.87101392307692	4.646035
215646_s_at	3	M1	6.05222215384615	4.443032
214439_x_at	3	M1	8.10167592307692	8.069462
214022_s_at	3	M1	9.92716569230769	6.5070765
213588_x_at	3	M2	11.8093647692308	12.64453
212826_s_at	3	M2	11.2157812307692	12.461971375
212659_s_at	3	M1	10.9963361538462	9.762776125
212645_x_at	3	M1	8.92947015384615	8.675797875
212187_x_at	3	M1	10.4006668461538	8.520443125
211581_x_at	3	M1	10.0746322307692	9.756357
211354_s_at	3	M1	6.42964707692308	5.602357
