215350_at	SYNE1	0	0	-1.49382460069	-1.56811375597	-1.12783032299	-0.800524863771	-1.48165466866	-1.17367127647	-1.08085911665	-1.09690082187	-1.13074532399	-1.41184709742	-0.995911413985	-0.0744898496394	-2.17804814424	-1.36585369123	-1.48710091038	-1.34433420235	-1.17507489282	-1.61868862901	-0.659146001119	-1.72009071062	-1.69463636466	-1.34842939762	-1.51208738422	-1.76041445301	-1.40174579099	-1.70481652595	-1.58180558663	-1.34703366675	-0.801528948876	-1.65128459599	-1.34443934215	-1.43167909249	-1.46847802303	-1.32007845013	-1.38330952678	-1.2881474924	-1.24050339133	-1.65264352792	-1.59962678299	-1.05467142058	-1.34309355269	-1.41782955213	-1.84686828333	-1.70403060593	-1.60954672327	-1.27629297977	-1.68012444355	-1.21178708303	-1.08099842689	-1.50687245006	-1.56002061975	-1.70893537767	-0.76658047884	-1.40919231743	-0.996742018417	-1.74053777353	-2.2659660463	-0.951029861198	-1.26574745768	-1.47768038416	-1.0787668346	-1.28578973235	-1.94846224508	-1.62066000029	-1.22342343056	-1.70742399303	-1.04341094783	-1.57359153963
217417_at	MYO5A	0	0	-1.94911056924	-1.23043491	-1.80204147543	-2.06325822517	-0.859523661105	-1.90732431676	-1.2962714013	-1.3512383594	-0.939900746756	-1.46453688292	-1.75667035194	-1.73028340289	-1.15364588759	-1.73236473495	-1.73836292963	-1.34349720873	-1.65922442809	-1.42902335666	-1.61664331107	-1.39829178656	-1.39116035126	-1.28823337351	-1.50848108091	-1.39679782428	-1.16052832917	-1.61449494224	-1.51025915139	-1.64415392404	-1.84095153131	-1.71308687561	-1.53515533039	-2.04647349518	-2.0346175638	-1.85041329237	-1.43829677633	-1.42889247535	-1.48576519301	-1.67930672865	-1.9311766375	-1.73402788526	-2.00452443912	-1.784168196	-1.28607542801	-2.13838090505	-1.67259666733	-1.29652039501	-2.30524180675	-1.19963630313	-1.86182550418	-1.63874629137	-1.88909670013	-1.54406483617	-1.86248629519	-1.37181545515	-1.57418988313	-1.72208576375	-1.38825861684	-1.213200076	-0.921133643752	-1.6320426145	-1.85110600565	-2.54042913688	-1.4314334881	-1.42559171255	-1.9789068168	-2.03068793227	-1.11980508831	-1.15345435396
210989_at	LAMA4	0	0	-1.41300639541	-1.70706555093	-0.527799600684	-1.62453795097	-1.98400116513	-1.45074984096	-1.21511481372	-1.370624591	-1.49260063325	-1.38866620749	-1.36140545293	-1.73100907919	-0.734481672104	-1.90003087563	-1.23570272927	-1.46927768541	-1.58984622566	-1.86897626342	-1.42648322701	-1.18916559511	-1.5441535927	-1.41576381977	-2.18771468689	-1.75178572796	-1.21250453729	-2.24824686929	-1.47742520264	-1.92745157359	-1.3149163018	-2.20297008919	-1.51756460046	-1.73333145748	-1.31940111498	-1.36994323208	-1.30035185502	-1.91050077115	-1.29199001362	-1.96627303772	-1.43434284611	-1.21656709987	-1.55526646072	-1.69921232957	-1.0807047709	-1.70257434002	-2.01056776529	-1.41623725226	-1.56754691563	-1.26917248695	-1.09575224677	-1.73305315595	-1.21128256965	-1.20969912991	-1.2675186721	-1.44200413538	-1.48695782979	-1.54801142771	-1.39638507639	-1.46712484713	-1.49473427832	-1.31847024434	-1.04774363326	-1.79184195521	-1.71922444885	-2.47314329608	-1.48244102793	-1.53295435523	-1.45766259508	-1.6613089406
216156_at	RECK	0	0	-0.942370923805	-1.16976781407	-0.786407527574	-1.04411026633	-0.789471562588	-1.47827733778	-1.68346331921	-1.56389370131	-1.13327769926	-1.40736566631	-2.26427323321	-1.63283850314	-1.1407544799	-1.40736566631	-1.57959922227	-1.4548729271	-1.35998150213	-1.06672792916	-1.60723708569	-1.53851706896	-1.44364705209	-1.38777725033	-1.67007790162	-1.87762947863	-2.30165178437	-1.00114955182	-1.51530533122	-1.705053393	-1.46001890032	-1.33244265118	-1.00225474524	-1.52482658588	-1.44286565626	-1.61350163239	-1.67950817183	-1.31866653568	-1.141182642	-1.72863174454	-1.14917856918	-1.10635968336	-1.81869564186	-1.09485282698	-1.61841746848	-1.84995682704	-1.28739999847	-1.48624115281	-1.35517270656	-1.14917856918	-1.26947338663	-1.22882742346	-1.65465068602	-1.60923339148	-0.579064679581	-1.12080747816	-1.2823450097	-1.12252547857	-0.529914346741	-1.13814001509	-0.807004800502	-1.46297321879	-1.48959954926	-1.46794525115	-1.77864107758	-1.54712312713	-0.812846537127	-1.36280201995	-1.95375937568	-1.52769794795
214541_s_at	QKI	0	0	-0.365468818112	-0.411229304935	-0.563831268434	-0.234005835652	-0.614533552797	-0.559967173635	-0.64152079292	-0.443003853259	-1.12267877078	-1.17763974921	-0.306921081159	-0.475645775464	-0.555421836689	-1.05987420106	-0.584346708164	-0.504270974847	-1.24455783025	-0.900564049869	-0.819598606863	-0.715671953142	-0.841480253521	-1.10583198752	-0.455798548659	-0.785041389114	-1.1613550838	-1.23635686605	-1.16858444035	-1.40376560899	-0.825621829778	-1.16542392351	-1.2510575504	-1.06103007913	-1.30152344746	-0.569718615183	-0.970071223325	-0.839317402771	-1.18555034791	-1.10262493775	-0.971975350964	-0.815786628949	-0.668329346579	-0.652329462718	-0.903246208157	-1.65358603852	-1.49718140369	-1.56536145788	-0.690661432034	-0.738718784455	-0.848793369353	-0.653001398278	-1.25616500519	-1.39821516068	-1.49775282811	-1.01672514247	-0.695767025499	-1.47320949766	-0.810197092975	-0.98879793709	-1.30155508986	-1.1505892243	-1.28921641721	-1.02421694477	-1.15123510142	-0.942825260091	-1.16115778416	-0.946153295496	-1.22315826478	-1.27182426797
210941_at	PCDH7	0	0	-2.19082731572	-1.79719318888	-2.23453633223	-1.45527905586	-1.78325830468	-1.54385657244	-1.4588945364	-1.64244429706	-1.85481600808	-1.97592230881	-2.0111284459	-0.46218490288	-2.02437818073	-2.01410796729	-1.80995102159	-1.95106017048	-1.30734300833	-1.72116620341	-1.95289777624	-1.99574947763	-2.19078163909	-1.56440754009	-1.7275082271	-1.80248816379	-1.84658016123	-2.1892145795	-2.25239940618	-2.11060510792	-2.38488621371	-2.05932782601	-2.01740722504	-1.53489692677	-1.88044762186	-2.21142747358	-1.58444201052	-1.6982541056	-1.88686694446	-1.60122289982	-2.06470361341	-1.92200632341	-1.97624204519	-2.15445115431	-2.14076573475	-1.98222568306	-1.95025555916	-1.21998119269	-2.56166529311	-2.3608778769	-2.00899569888	-1.83336204869	-2.26383964394	-2.16142913717	-1.53153793804	-2.05558234276	-1.38862983285	-1.22454182801	-2.16510786227	-1.69528161139	-1.40468340973	-1.77320242001	-2.12313455751	-2.07785145423	-1.72753984938	-1.89500792447	-1.38646194996	-1.27419934653	-1.94869552674	-1.91936059275
216195_at	ANK2	0	0	-1.22624812343	-0.521596275539	-0.453170496679	-1.41418653813	-1.57785433681	-0.735353216707	-1.27740859817	-1.13392175471	-0.920685949851	-0.844685290035	-1.26355489646	-0.851126844812	-1.10160742879	-1.18273227278	-2.32158753343	-0.342497805033	-1.03047329096	-0.772036176014	-1.22506830181	-0.936994222966	-0.788505245835	-0.984537740492	-0.868180982165	-1.09467960928	-1.09758557384	-0.95000519496	-1.29952105117	-1.14440841215	-1.21675918048	-0.809546366565	-0.403364201415	-1.16325262368	-0.954369953731	-1.16769487483	-0.784642250279	-1.02992696962	-1.04454590867	-1.26432594572	-1.16799322053	-1.13706407105	-1.08096539386	-0.668322300836	-1.14432704515	-0.837472685995	-1.06512594969	-1.18026220291	-0.715567472667	-1.02780174087	-1.32742218558	-1.1319437615	-1.1837338619	-1.06635807867	-0.432266924938	-0.538094405006	-1.50468602379	-0.815156815478	-0.370877454934	-1.0709340042	-0.835442385422	-0.998356570634	-1.57238724882	-1.56241591576	-0.707390088393	-0.762460054131	-1.67283675714	-1.21709820968	-0.833169921136	-0.768252610156
219393_s_at	AKT3	0	1	-0.454653476719	-0.545561612204	-0.21484258183	-0.562795550025	-0.794154959632	-0.542650873392	-0.435414527443	-0.634461781168	-0.924576743877	-0.481831207538	-1.15956201797	-1.17732786746	-1.13738721183	-0.947512479199	-0.697859741046	-0.481913949352	-1.05112000559	-0.393937238133	-0.963033956977	-1.32281900457	-1.07147449183	-1.15007182742	-1.24678075508	-0.342966803205	-0.887057763846	-0.733321995987	-0.374424945364	-0.624461841939	-0.461544687796	-0.591403532199	0.285441020919	-0.248304257912	-1.33470575266	-0.919495509981	-0.272450092263	-1.2133146464	-0.842019621472	-0.881957322029	-0.436171024027	-0.379600741333	-0.680708545039	-1.11652593199	-1.47818301312	-0.594716159822	-1.04470308241	-0.86230318615	-0.268926177508	-0.600657317571	-1.11143878797	-1.02438405696	-0.993859715272	-0.4862859677	-0.762376192944	-0.455739463027	-0.00954979868308	-1.04461443047	-0.64312898618	-0.757501813583	-0.707539055746	-0.982144360936	-0.768079467977	-0.713398949213	-0.906827147251	-0.999967834181	-0.721919878518	-0.911256789363	-1.05548759134	-1.06519350163
217409_at	MYO5A	0	1	-0.811856159493	-0.788439733354	-0.191867916269	-1.1068546904	-0.67168617106	-1.0733864424	-1.02390810642	-0.756202770016	-0.454775137873	-1.43839883416	-0.911884912868	0.565881942903	-1.33247786709	-1.03071319829	-1.22044451163	-1.17650610983	-1.05653799692	-1.4514568875	-1.04671312436	-0.861361593894	-0.505210386968	-1.09975320951	-1.03426647922	-0.667035403942	-0.950999795095	-0.765905699666	-1.10234280271	-1.17194002529	-1.14783258932	-1.03334852008	-0.80688021128	-1.10380611764	-1.05566407272	-0.618485189007	-0.303020572933	-0.557100482732	-1.02472105916	-1.20172288755	-1.1373946149	-1.28107893027	-1.17949371114	-1.06296709815	-0.898721853129	-0.958109744243	-1.34760725626	-1.05086426427	-1.47828940879	-1.03732013294	-0.913517592949	-1.06355648888	-0.422229929955	-0.876802614949	-0.883206311407	-0.601723119754	-0.985321643474	-0.585431885628	-1.08464414416	-0.775159811659	-0.924592380343	-0.578282982494	-1.68134467876	-0.907335764842	-1.02058854941	-1.47376735919	-1.01551775671	-0.667411394583	-1.63421205016	-0.860184506076
202921_s_at	ANK2	0	1	-1.07069451406	-1.18141579014	-0.363595916922	1.08366999094	-0.605802093493	-0.439870914419	-0.937175967908	-1.06841049494	-0.895518933649	-0.860910167803	-1.15192179643	-0.919096960154	-0.915239164989	-0.955746525192	-0.860528986982	-0.317637568795	-1.00991814477	-0.852488422119	-1.13032631896	-1.02303873607	-0.96558364738	-0.82612256377	-1.25476703877	-0.947486244841	-1.01352761034	-1.04365724607	-0.67352555988	-0.906862384334	-1.08693404333	-0.935638981437	-0.844087115084	-0.0148328391862	-1.3266272879	-1.27344081124	-1.17941995598	-1.30458931366	-1.28077726462	-0.883962921006	-0.766294547833	-0.662329267474	-1.11119267688	-1.15897619644	-1.07672493771	-0.930123611766	-1.11186613039	-1.10046953921	-1.25126998578	-0.938624046252	-1.08624526083	-1.29178756531	-1.1108789436	-0.811735798117	-0.696559918298	-0.792417186248	-1.15092132452	-1.07163469196	-1.06012977594	-0.950377291867	-0.540291110956	-1.15929708324	-1.15144864168	-1.23677387335	-0.742688929151	-1.09919723326	-1.14653314639	-1.07791548907	-1.144813234	-1.2356180677
